UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,voltage,current,temperature,voltage_roll_mean,voltage_roll_std,current_roll_mean,current_roll_std,temperature_roll_mean,temperature_roll_std,voltage_lag_1,voltage_lag_3,voltage_lag_5,current_lag_1,current_lag_3,current_lag_5,temperature_lag_1,temperature_lag_3,temperature_lag_5
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,250.53065919323612,5.091540110961139,308.46913139919207,248.74758790364928,2.929564012704909,5.257973502103658,0.20325798663518646,309.1102241190893,0.4896071396210166,250.94753221035518,250.50261673450552,254.85309347512097,4.917692207954946,5.590641449844507,5.227992696789611,308.9024177050741,308.498870348155,309.4626121458456
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,258.36940597369994,5.677494060675193,308.85400872783106,250.0239640150944,3.995237787959286,5.292205538114876,0.24270319956371436,309.05530715451494,0.4838619823903507,250.53065919323612,247.0861885547883,247.6002671947926,5.091540110961139,5.334815771826178,5.463968031374608,308.46913139919207,309.6141777394433,309.7717614734887
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,259.94980036493854,5.203673410030006,309.41704966109637,251.489563961484,4.694266916745059,5.281054505035779,0.24408788768312786,309.0980384343488,0.49614069657380355,258.36940597369994,250.94753221035518,250.50261673450552,5.677494060675193,4.917692207954946,5.590641449844507,308.85400872783106,308.9024177050741,308.498870348155
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,247.9709251631835,5.02350540259905,309.23526088815885,251.52577878008032,4.66228929479975,5.2817711528267095,0.24323334431272312,309.16603031471453,0.4586795096201846,259.94980036493854,250.53065919323612,247.0861885547883,5.203673410030006,5.091540110961139,5.334815771826178,309.41704966109637,308.46913139919207,309.6141777394433
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,250.13574020948707,5.327393864511549,308.80193291139705,251.79462290741077,4.474718004253263,5.2858717006566796,0.24366509487004478,309.10272229996815,0.46111196375344704,247.9709251631835,258.36940597369994,250.94753221035518,5.02350540259905,5.677494060675193,4.917692207954946,309.23526088815885,308.85400872783106,308.9024177050741
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,251.72615623603582,4.991313469496204,309.24158849970155,251.48192918350225,4.344608188191631,5.262203777927338,0.26080366666534144,309.0806199353538,0.4470267408227321,250.13574020948707,259.94980036493854,250.53065919323612,5.327393864511549,5.203673410030006,5.091540110961139,308.80193291139705,309.41704966109637,308.46913139919207
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,253.60019676577267,4.8986544166694115,308.8408673806914,252.08192214060023,4.159332545946786,5.205672416456819,0.27318458324802913,308.98753052607407,0.3788351215124976,251.72615623603582,247.9709251631835,258.36940597369994,4.991313469496204,5.02350540259905,5.677494060675193,309.24158849970155,309.23526088815885,308.85400872783106
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,245.60016061547145,5.436493274943239,309.3758033450105,251.59167652869684,4.628607234158779,5.190257598966691,0.2526238518654462,309.0752238257596,0.3538220374974846,253.60019676577267,250.13574020948707,259.94980036493854,4.8986544166694115,5.327393864511549,5.203673410030006,308.8408673806914,308.80193291139705,309.41704966109637
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,257.34947901798307,5.259307741866289,309.03286306076933,252.61800557501633,4.656362419819563,5.182706795970702,0.2489243538411608,309.01709235789224,0.29893156885793204,245.60016061547145,251.72615623603582,247.9709251631835,5.436493274943239,4.991313469496204,5.02350540259905,309.3758033450105,309.24158849970155,309.23526088815885
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,256.5783561547482,4.8088111679358345,309.35730876530334,253.18108796945566,4.770961660404393,5.171818691968792,0.26374434298978483,309.06258146391514,0.313784265228664,257.34947901798307,253.60019676577267,250.13574020948707,5.259307741866289,4.8986544166694115,5.327393864511549,309.03286306076933,308.8408673806914,308.80193291139705
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,248.89212002394564,5.143560157953534,308.74605812413324,253.0172340525266,4.8985334399900555,5.177020696668031,0.2624950775790744,309.0902741364092,0.26383502634858014,256.5783561547482,245.60016061547145,251.72615623603582,4.8088111679358345,5.436493274943239,4.991313469496204,309.35730876530334,309.3758033450105,309.24158849970155
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,252.81712804673472,5.2211227712917685,308.29892112440535,252.46200625983005,4.524896412396111,5.131383567729689,0.19742141089201043,309.0347653760667,0.35995158806000266,248.89212002394564,257.34947901798307,253.60019676577267,5.143560157953534,5.259307741866289,4.8986544166694115,308.74605812413324,309.03286306076933,308.8408673806914
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,250.7079093148519,4.510783528932046,307.8594988321809,251.53781715482137,3.6929471579086726,5.062094579619893,0.2754160225772344,308.87901029317516,0.4897391627576183,252.81712804673472,256.5783561547482,245.60016061547145,5.2211227712917685,4.8088111679358345,5.436493274943239,308.29892112440535,309.35730876530334,309.3758033450105
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,249.01668681525504,5.295369642519555,308.1821734299681,251.64239332002853,3.5942043836915656,5.0892810036119425,0.2844532735155303,308.7737015473561,0.5170823957424279,250.7079093148519,248.89212002394564,257.34947901798307,4.510783528932046,5.143560157953534,5.259307741866289,307.8594988321809,308.74605812413324,309.03286306076933
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,246.8782246301201,5.524470549642419,309.44493816338985,251.31664176209188,3.8820227445258793,5.1089886721250295,0.3085866108907777,308.83800207255535,0.5592439186837764,249.01668681525504,252.81712804673472,256.5783561547482,5.295369642519555,5.2211227712917685,4.8088111679358345,308.1821734299681,308.29892112440535,309.35730876530334
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,249.19106498139215,5.406047349462712,308.72990475997466,251.0631326366275,3.934725898691302,5.150462060121681,0.3187174389710128,308.78683369858265,0.5413362936209459,246.8782246301201,250.7079093148519,248.89212002394564,5.524470549642419,4.510783528932046,5.143560157953534,309.44493816338985,307.8594988321809,308.74605812413324
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,244.22785279237564,5.384440663530995,308.4772209272125,250.12589823928778,4.3568449858783485,5.199040684807839,0.3130437177361382,308.7504690532348,0.54945643849175,249.19106498139215,249.01668681525504,252.81712804673472,5.406047349462712,5.295369642519555,5.2211227712917685,308.72990475997466,308.1821734299681,308.29892112440535
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,255.89063100930804,5.013842170359621,308.8302791029203,251.1549452786714,4.384307228390293,5.156775574349477,0.3058719202719794,308.69591662902576,0.5058203894980228,244.22785279237564,246.8782246301201,250.7079093148519,5.384440663530995,5.524470549642419,4.510783528932046,308.4772209272125,309.44493816338985,307.8594988321809
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,251.9172485139446,4.81119252290454,307.9895489464486,250.61172222826758,3.833439042113115,5.1119640524533025,0.3216023700198747,308.59158521759366,0.5353358622702413,255.89063100930804,249.19106498139215,249.01668681525504,5.013842170359621,5.406047349462712,5.295369642519555,308.8302791029203,308.72990475997466,308.1821734299681
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,246.10862009919293,5.0548938065050075,309.0213893684083,249.56474862271207,3.4314390416869247,5.13657231631022,0.30480457030373875,308.5579932779042,0.4906203829293357,251.9172485139446,244.22785279237564,246.8782246301201,4.81119252290454,5.384440663530995,5.524470549642419,307.9895489464486,308.4772209272125,309.44493816338985
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,249.47789605825562,5.239992234641177,308.7187353722852,249.62332622614304,3.4236719379954335,5.1462155239789835,0.3065705229248495,308.5552610027194,0.4895315473381351,246.10862009919293,255.89063100930804,249.19106498139215,5.0548938065050075,5.013842170359621,5.406047349462712,309.0213893684083,308.8302791029203,308.72990475997466
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,253.83849371171846,4.718401213867872,309.39867970437297,249.72546279264142,3.542703204102666,5.095943368236594,0.33300157849871875,308.66523686071616,0.545839649044537,249.47789605825562,251.9172485139446,244.22785279237564,5.239992234641177,4.81119252290454,5.384440663530995,308.7187353722852,307.9895489464486,308.4772209272125
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,256.88998696366696,5.1649091973428485,308.41815903584285,250.34367055752296,4.209778444339681,5.161355935077674,0.2619513675359811,308.72110288108234,0.47866618626073437,253.83849371171846,246.10862009919293,255.89063100930804,4.718401213867872,5.0548938065050075,5.013842170359621,309.39867970437297,309.0213893684083,308.8302791029203
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,246.97151545115602,5.132742444121218,308.4683180954601,250.13915342111304,4.32938772386713,5.145093215237841,0.25772098782775965,308.74971734763153,0.4505994992390737,256.88998696366696,249.47789605825562,251.9172485139446,5.1649091973428485,5.239992234641177,4.81119252290454,308.41815903584285,308.7187353722852,307.9895489464486
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,247.1746260811212,4.969021992420505,309.58335919754285,250.16879356621317,4.305530848155397,5.08954835951565,0.22459904317960128,308.76355945104683,0.4757531913154365,246.97151545115602,253.83849371171846,246.10862009919293,5.132742444121218,4.718401213867872,5.0548938065050075,308.4683180954601,309.39867970437297,309.0213893684083
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,251.83370520350536,5.564459735630653,309.1243036114601,250.43305758842448,4.319927800320307,5.105389598132444,0.2531715114505762,308.80299933619534,0.4888215485633474,247.1746260811212,256.88998696366696,249.47789605825562,4.969021992420505,5.1649091973428485,5.239992234641177,309.58335919754285,308.41815903584285,308.7187353722852
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,250.55102767927485,4.854784003905461,309.21750000033455,251.06537507711442,3.7337363192654993,5.05242393216989,0.24352558089238302,308.8770272435076,0.4900562864796456,251.83370520350536,246.97151545115602,253.83849371171846,5.564459735630653,5.132742444121218,4.718401213867872,309.1243036114601,308.4683180954601,309.39867970437297
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,255.58379563740854,5.316478166126747,308.76560522681234,251.03469153992447,3.69068943981104,5.082687531746603,0.25664926531347354,308.8705598558968,0.49116728100795326,250.55102767927485,247.1746260811212,256.88998696366696,4.854784003905461,4.969021992420505,5.1649091973428485,309.21750000033455,309.58335919754285,308.41815903584285
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,248.13703573018967,5.1060682312106485,309.1646650765504,250.65667026154898,3.782697426447093,5.112175102577214,0.23827191689325625,308.988071468907,0.3863555569860344,255.58379563740854,251.83370520350536,246.97151545115602,5.316478166126747,5.564459735630653,5.132742444121218,308.76560522681234,309.1243036114601,308.4683180954601
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,249.15521181242377,5.335921785126363,309.436787199874,250.96132943287202,3.486810759751605,5.140277900439349,0.2471718511515409,309.02961125205354,0.4118273285248202,248.13703573018967,250.55102767927485,247.1746260811212,5.1060682312106485,4.854784003905461,4.969021992420505,309.1646650765504,309.21750000033455,309.58335919754285
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,252.57161824884443,5.2553031746879855,309.6197311066722,251.27070165193095,3.4778024233629456,5.14180899444403,0.24790449298901465,309.11971082549223,0.4342086077679026,249.15521181242377,255.58379563740854,251.83370520350536,5.335921785126363,5.316478166126747,5.564459735630653,309.436787199874,308.76560522681234,309.1243036114601
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,249.53094546543502,5.645275346605936,309.0090362319937,250.83994682730264,3.3900784258427246,5.234496407717836,0.2452672900486204,309.0807464782543,0.42375006551837247,252.57161824884443,248.13703573018967,250.55102767927485,5.2553031746879855,5.1060682312106485,4.854784003905461,309.6197311066722,309.1646650765504,309.21750000033455
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,250.25043527949106,5.204592908364563,308.8042286907476,250.175991658885,2.640914386196486,5.238464778820008,0.24433555065931115,309.1193534437448,0.37097649706407354,249.53094546543502,249.15521181242377,255.58379563740854,5.645275346605936,5.335921785126363,5.316478166126747,309.0090362319937,309.436787199874,308.76560522681234
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,246.11857581417837,5.085319753319291,308.44210105543823,250.09069769518723,2.766688034566447,5.233722509739815,0.247060507088415,309.1167317397426,0.3761452278335104,250.25043527949106,252.57161824884443,248.13703573018967,5.204592908364563,5.2553031746879855,5.1060682312106485,308.8042286907476,309.6197311066722,309.1646650765504
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,251.58282646927597,5.196992636875826,308.2536447116242,250.53151773400268,2.596382433725149,5.256519574185347,0.22983948642554305,308.9837602911507,0.4247523545312739,246.11857581417837,249.53094546543502,249.15521181242377,5.085319753319291,5.645275346605936,5.335921785126363,308.44210105543823,309.0090362319937,309.436787199874
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,252.00532320470876,5.422085873069248,308.1181683248402,250.54867953412304,2.6064936167052823,5.242282187929207,0.2123921243319916,308.88314676248876,0.5002218696487617,251.58282646927597,250.25043527949106,252.57161824884443,5.196992636875826,5.204592908364563,5.2553031746879855,308.2536447116242,308.8042286907476,309.6197311066722
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,247.58386422800567,5.435547957036757,308.85656265895005,250.25196318899611,2.7699578648274503,5.300358583242337,0.16979133215203387,308.8470530283503,0.4862423173154895,252.00532320470876,246.11857581417837,249.53094546543502,5.422085873069248,5.085319753319291,5.645275346605936,308.1181683248402,308.44210105543823,309.0090362319937
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,252.3197900939611,5.006965731116912,308.58478489803105,249.92556263465138,2.206961128099047,5.269407339741353,0.1931325389032726,308.82897099547216,0.4929238783930056,247.58386422800567,251.58282646927597,250.25043527949106,5.435547957036757,5.196992636875826,5.204592908364563,308.85656265895005,308.2536447116242,308.8042286907476
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,252.33349911333755,4.967651088375331,309.68776129614844,250.34520897296616,2.2279635916947758,5.255565625457821,0.2103338189558097,308.88128061743197,0.5562006879995992,252.3197900939611,252.00532320470876,246.11857581417837,5.006965731116912,5.422085873069248,5.085319753319291,308.58478489803105,308.1181683248402,308.44210105543823
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,253.5291520269195,4.9115522390562525,308.1118468174259,250.78260299441575,2.3917139535854695,5.21312867085081,0.23381901477482933,308.74878657918714,0.566875153384943,252.33349911333755,247.58386422800567,251.58282646927597,4.967651088375331,5.435547957036757,5.196992636875826,309.68776129614844,308.85656265895005,308.2536447116242
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,243.4148353456519,5.20174462452619,308.3284476272396,249.86692470409648,3.234903707204163,5.20777281583463,0.23335857981029806,308.61965823124393,0.48802619668576963,253.5291520269195,252.3197900939611,252.00532320470876,4.9115522390562525,5.006965731116912,5.422085873069248,308.1118468174259,308.58478489803105,308.1181683248402
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,255.99316587659064,4.994802514309836,308.27917085961275,250.51314674521208,3.762731536537223,5.14272553260502,0.18310362436016484,308.5466716940058,0.4777926321990723,243.4148353456519,252.33349911333755,247.58386422800567,5.20174462452619,4.967651088375331,5.435547957036757,308.3284476272396,309.68776129614844,308.85656265895005
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,248.90153047916172,5.259174207443978,308.9125147455194,250.37825626517912,3.797216419127266,5.148183662512962,0.18594421061523675,308.55750029948297,0.4854442569278648,255.99316587659064,253.5291520269195,252.3197900939611,4.994802514309836,4.9115522390562525,5.006965731116912,308.27917085961275,308.1118468174259,308.58478489803105
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,252.8304645483506,5.094206324723381,309.72222272364866,251.04944513859635,3.5454693418288525,5.149072319653372,0.1856313640742258,308.68551246630403,0.6055571658994486,248.90153047916172,243.4148353456519,252.33349911333755,5.259174207443978,5.20174462452619,4.967651088375331,308.9125147455194,308.3284476272396,309.68776129614844
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,248.958659692336,5.493710655004847,309.8917221395789,250.78702846090238,3.5983242812251603,5.1787441214662735,0.21545974027527762,308.8493202090995,0.6912466662912152,252.8304645483506,255.99316587659064,253.5291520269195,5.094206324723381,4.994802514309836,4.9115522390562525,309.72222272364866,308.27917085961275,308.1118468174259
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,247.13282165712542,5.124608517589145,308.4794919270069,250.29977830614402,3.7420478179222916,5.148996385918263,0.19795405610253436,308.88545256931616,0.657396547734684,248.958659692336,248.90153047916172,243.4148353456519,5.493710655004847,5.259174207443978,5.20174462452619,309.8917221395789,308.9125147455194,308.3284476272396
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,259.7059209780141,4.8272406362120535,309.41959819232335,251.51198398114488,4.623985793221861,5.088165653835793,0.19352962875333968,308.9417561226535,0.6784220259163714,247.13282165712542,252.8304645483506,255.99316587659064,5.124608517589145,5.094206324723381,4.994802514309836,308.4794919270069,309.72222272364866,308.27917085961275
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,247.3404010258722,5.088015158208152,309.57885893450896,251.01404507433594,4.792370367236922,5.096270596544917,0.19143700707045716,309.0411635263013,0.6929775710580742,259.7059209780141,248.958659692336,248.90153047916172,4.8272406362120535,5.493710655004847,5.259174207443978,309.41959819232335,309.8917221395789,308.9125147455194
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,253.81162147906252,4.98233108500229,309.2227446249616,251.16185731090846,4.8599075647059475,5.097738596207613,0.19039457078613753,308.9946618591826,0.6595638453533197,247.3404010258722,247.13282165712542,252.8304645483506,5.088015158208152,5.124608517589145,5.094206324723381,309.57885893450896,308.4794919270069,309.72222272364866
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,248.353214801825,5.241286066408137,308.32246317164766,250.644263588399,4.855394133137317,5.130711978942801,0.18297507729050544,309.0157234946048,0.6309844995086294,253.81162147906252,259.7059209780141,248.958659692336,4.98233108500229,4.8272406362120535,5.493710655004847,309.2227446249616,309.41959819232335,309.8917221395789
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,249.41597082556598,5.277295710864549,308.8779915501738,251.24437713639045,4.187499617012391,5.1382670875766365,0.1877318617502805,309.0706778868982,0.5868650295249935,248.353214801825,247.3404010258722,247.13282165712542,5.241286066408137,5.088015158208152,5.124608517589145,308.32246317164766,309.57885893450896,308.4794919270069
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,247.12427956316623,4.975697452471733,309.1787523915414,250.35748850504797,4.005203177702428,5.1363565813928265,0.18944350356380674,309.16063604009105,0.5168243949534381,249.41597082556598,253.81162147906252,259.7059209780141,5.277295710864549,4.98233108500229,4.8272406362120535,308.8779915501738,309.2227446249616,309.41959819232335
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,247.9194221124242,5.09244039378934,308.9398699756811,250.2592776683742,4.056582753574678,5.119683200027362,0.18471119053688323,309.16337156310726,0.5154357104522136,247.12427956316623,248.353214801825,247.3404010258722,4.975697452471733,5.241286066408137,5.088015158208152,309.1787523915414,308.32246317164766,309.57885893450896
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,251.04822473649006,5.278445170334849,310.3966578180957,250.08105368718816,3.9692788368113057,5.138107084588509,0.1909700127720488,309.230815072552,0.6284248246325399,247.9194221124242,249.41597082556598,253.81162147906252,5.09244039378934,5.277295710864549,4.98233108500229,308.9398699756811,308.8779915501738,309.2227446249616
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,250.7050024702328,4.761105833901449,308.9204455303222,250.25568796497782,3.952792864314982,5.06484660247817,0.17957696379726087,309.1336874116263,0.5887324536903958,251.04822473649006,247.12427956316623,248.353214801825,5.278445170334849,4.975697452471733,5.241286066408137,310.3966578180957,309.1787523915414,308.32246317164766
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,256.61384183767893,5.2596500532079125,310.12780002488904,251.20378998303318,4.246645672101887,5.078350756040047,0.18938034909909013,309.29851822141444,0.6153634260842129,250.7050024702328,247.9194221124242,249.41597082556598,4.761105833901449,5.09244039378934,5.277295710864549,308.9204455303222,308.9398699756811,308.8779915501738
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,251.99634795638514,5.174363256927473,309.4535083054195,250.4328326808703,3.06782876979721,5.113063018111588,0.16895000782263953,309.30190923272414,0.6161976498085852,256.61384183767893,251.04822473649006,247.12427956316623,5.2596500532079125,5.278445170334849,4.975697452471733,310.12780002488904,310.3966578180957,309.1787523915414
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,250.73799967329572,5.302082620138628,308.44554952935,250.77259254561267,2.8689871604742394,5.134469764304636,0.17870381240987349,309.1885782922082,0.6621100677316241,251.99634795638514,250.7050024702328,247.9194221124242,5.174363256927473,4.761105833901449,5.09244039378934,309.4535083054195,308.9204455303222,308.9398699756811
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,250.84731901512177,5.342746241353603,309.1494800998681,250.4761622992186,2.6660616859542907,5.170511279939768,0.18094151227758562,309.18125183969886,0.6620953470620228,250.73799967329572,256.61384183767893,251.04822473649006,5.302082620138628,5.2596500532079125,5.278445170334849,308.44554952935,310.12780002488904,310.3966578180957
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,249.55321409572193,5.302783287860583,309.1995822122187,250.59616222860828,2.5856847728070016,5.1766610020850115,0.18462186599847213,309.26896374375593,0.5898414553895397,250.84731901512177,251.99634795638514,250.7050024702328,5.342746241353603,5.174363256927473,4.761105833901449,309.1494800998681,309.4535083054195,308.9204455303222
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,250.4275821087979,5.245576003548868,309.2022445966832,250.69732335693143,2.5539756256793567,5.173489031353444,0.18296581935651937,309.30138904840686,0.5746781386210296,249.55321409572193,250.73799967329572,256.61384183767893,5.302783287860583,5.302082620138628,5.2596500532079125,309.1995822122187,308.44554952935,310.12780002488904
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,256.96174082046554,5.280855566433121,308.64779022246677,251.6810694826614,2.896431583776077,5.204004842749582,0.17139374298253426,309.24829283149944,0.6106694195937404,250.4275821087979,250.84731901512177,251.99634795638514,5.245576003548868,5.342746241353603,5.174363256927473,309.2022445966832,309.1494800998681,309.4535083054195
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,251.43239535350696,5.390679438399729,309.9587006036991,252.0323668067697,2.5858932061110833,5.233828747210621,0.1757170901124857,309.35017589430123,0.6378790568228161,256.96174082046554,249.55321409572193,250.73799967329572,5.280855566433121,5.302783287860583,5.302082620138628,308.64779022246677,309.1995822122187,308.44554952935
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,250.1494477816622,4.924872725881,308.5096760553108,251.94248911128687,2.638974158853469,5.198471502765237,0.19968038694488224,309.16147771802275,0.56933223705954,251.43239535350696,250.4275821087979,250.84731901512177,5.390679438399729,5.245576003548868,5.342746241353603,309.9587006036991,309.2022445966832,309.1494800998681
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,248.06508850701618,5.241741291811761,309.2175783965718,251.6784977149652,2.8960434539741664,5.246535048556268,0.1275115743668056,309.19119100464775,0.5630743726289653,250.1494477816622,256.96174082046554,249.55321409572193,4.924872725881,5.280855566433121,5.302783287860583,308.5096760553108,308.64779022246677,309.1995822122187
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,245.06320331006245,5.233894184121197,308.986452874288,250.5234338622036,3.0101011906232533,5.243959461647596,0.12747734700936947,309.07705628958763,0.45800153510251024,248.06508850701618,251.43239535350696,250.4275821087979,5.241741291811761,5.390679438399729,5.245576003548868,309.2175783965718,309.9587006036991,309.2022445966832
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,247.93586396971233,4.992335297588079,309.27928011748844,250.11738546353632,3.0627451665895427,5.225756665713657,0.1495964707077773,309.0596334707945,0.4452254691733409,245.06320331006245,250.1494477816622,256.96174082046554,5.233894184121197,4.924872725881,5.280855566433121,308.986452874288,308.5096760553108,308.64779022246677
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,250.34406538392244,5.1361444769279965,309.80906189408813,250.07799203459894,3.0564026597315146,5.209162851392594,0.149392504183838,309.1959847072683,0.44505414692194933,247.93586396971233,248.06508850701618,251.43239535350696,4.992335297588079,5.241741291811761,5.390679438399729,309.27928011748844,309.2175783965718,309.9587006036991
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,251.48492865394957,5.432369220471404,309.1972638077944,250.14175299848176,3.080788625741465,5.218125149304374,0.1605671946715205,309.20076307806096,0.44475578474114236,250.34406538392244,245.06320331006245,250.1494477816622,5.1361444769279965,5.233894184121197,4.924872725881,309.80906189408813,308.986452874288,308.5096760553108
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,252.57257963398797,5.2938715642108995,308.9481621021706,250.44368955230834,3.1635460110265994,5.217233976939406,0.16006907991644878,309.1756210670561,0.4518792886931393,251.48492865394957,247.93586396971233,248.06508850701618,5.432369220471404,4.992335297588079,5.241741291811761,309.1972638077944,309.27928011748844,309.2175783965718
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,251.8806565330813,5.113058694118041,308.4104268294691,250.58899699473673,3.1959293970922507,5.203982245996323,0.16292197466421662,309.0964392903347,0.5120622678286366,252.57257963398797,250.34406538392244,245.06320331006245,5.2938715642108995,5.1361444769279965,5.233894184121197,308.9481621021706,309.80906189408813,308.986452874288
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,246.20016426041752,5.201555658480728,309.43883642293014,249.51283933873188,2.5602629703578574,5.196052255201083,0.16067899739966574,309.17554391038107,0.4958992165071224,251.8806565330813,251.48492865394957,247.93586396971233,5.113058694118041,5.432369220471404,4.992335297588079,308.4104268294691,309.1972638077944,309.27928011748844
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,251.13750255054413,5.3668027145957975,309.87039156071756,249.4833500584356,2.5372920249287563,5.19366458282069,0.15761367361648754,309.1667130060829,0.4809646901538506,246.20016426041752,252.57257963398797,250.34406538392244,5.201555658480728,5.2938715642108995,5.1361444769279965,309.43883642293014,308.9481621021706,309.80906189408813
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,250.09377688552593,5.198787541391567,308.9937944703284,249.47778296882197,2.5357287400355357,5.221056064371747,0.12642647434148888,309.21512484758466,0.4290440925186982,251.13750255054413,251.8806565330813,251.48492865394957,5.3668027145957975,5.113058694118041,5.432369220471404,309.87039156071756,308.4104268294691,309.1972638077944
